发布者ID,发布时间,发布来源,发布内容,收藏数,转发数,评论数,点赞数,verified_reason,description
四川省社会科学院,05月22日21:22,来自微博视频号, #社科分享#【泪目怀念！#视频回顾袁隆平的90后追梦人生#】“我有两个梦，一个是禾下乘凉梦；第二个是杂交稻覆盖全球梦”…为了这两个梦，袁隆平毕生投身杂交水稻事业。天下田因你丰足，上亿人永无饥馑。此后每一缕升起的炊烟里，都有我们最深沉的追忆↓↓#您放心我们会好好吃饭#L人民日报的微博视频​​​  ,0,0,0,2,四川省社会科学院官方微博,坚强理论阵地 高端新型智库 一流学术殿堂 重要传播平台
北京晚报,05月24日16:44,, #赵立坚说袁隆平的梦想一定会实现#【外交部：#袁隆平逝世是中国和世界的巨大损失#，他将永远为人们所铭记】5月24日，外交部发言人赵立坚主持例行记者会。连日来，联合国官方微博、粮农组织总干事、世界粮食奖基金会主席等发文缅怀袁隆平院士，海外媒体和网友也以多种方式表达追思，感谢他为推进粮食安全、消除贫困、造福民众作出的杰出贡献。请问中方对此有何评论？赵立坚表示，中国著名科学家、共和国勋章获得者、中国工程院院士袁隆平逝世后，中外各界都表示沉痛悼念，这充分说明，他对中国乃至世界杂交水稻事业所作的贡献，受到广泛认可和高度评价。他的逝世是中国和世界的巨大损失，他将永远为人们所缅怀和铭记。赵立坚说，目前中国杂交水稻年种植面积已达2.4亿亩，仅每年增产的粮食就可以养活8000万人。中国用不到世界9%的耕地，养活了世界近1/5的人口，将饭碗牢牢地端在自己手中，这与袁隆平院士的艰苦努力密不可分。在自身粮食增产增收的同时，我们也始终秉持开放和负责任的态度，向世界各国慷慨分享杂交水稻技术。赵立坚介绍，中国杂交水稻技术的输出与对外开放几乎同步。1979年，中方首次对外提供了杂交水稻种子。40年后，中国杂交水稻已在亚洲、非洲、美洲的数十个国家和地区推广种植，年种植面积达800万公顷。40年间，袁隆平院士和他的研究人员还先后赴印度、巴基斯坦、越南、缅甸、孟加拉国、斯里兰卡、马达加斯加、美国等国为水稻研究人员提供建议和咨询，并通过国际培训班为80多个发展中国家，培训超过1.4万名杂交水稻专业技术人才。上述努力为解决世界饥饿和贫困问题作出了巨大贡献。“金黄沉甸甸的稻谷，让无数人享受到了吃饱的幸福，看到了生活的希望。”赵立坚说，袁隆平院士不仅属于中国，也属于世界。他毕生奋斗的梦想，就是让杂交水稻覆盖全球，让所有人不挨饿。中国创造了粮食自给的人间奇迹，也有意愿、有能力继续为全球粮食安全治理作出更大贡献。我们相信在各方的携手努力下，袁隆平院士的梦想一定会成为现实，饥饿和贫困终将从地球上消失。（@北京晚报记者刘柳）#科技部沉痛悼念袁隆平# #袁隆平家属以书面形式致答谢辞#  ,0,125,70,1216,北京晚报官方微博,关注百姓的关注，关注中国的关注，关注世界的关注 新闻热线 85202188 85202199 13911656789
民法典通解通读,05月25日18:54,来自微博视频号, #袁隆平逝世#侮辱攻击，毒舌有罪！L民法典通解通读的微博视频​,0,0,0,0,北京广播电视台科教频道《民法典通解通读》栏目官方微博,播出时间：每周一至周五21：15-21：45，周六、周日21：30-22：00 （微博 抖音 北京时间app也都有同步直播喔）
中国网直播,05月24日16:24,来自微博视频号, 【最后的道别！#夫人泪别袁隆平#】5月24日上午，袁隆平告别仪式现场：遗体上国旗覆盖，安卧鲜花翠柏，夫人神形悲戚，泪别袁老。L中国网直播的微博视频​,0,28,14,346,中国互联网新闻中心中国网直播官方微博,中国网官方直播频道，中国最大的政务直播平台。投稿合作VX:zbzhushou
江苏发展大会,05月22日18:58,来自微博weibo.com," 【追忆！#袁隆平让江苏盐碱地飘出稻香#】5月22日，""杂交水稻之父""、中国工程院院士、""共和国勋章""获得者袁隆平逝世。多年来，他与江苏结下了深厚渊源。2012年开始，海水稻的研究成为袁隆平工作的重点。2020年，江苏如东海水稻""超优千号""创下盐碱地水稻高产新纪录，得知消息后，袁隆平为江苏水稻点赞。#袁隆平高中曾在南京就读#O忆“杂交水稻之父”袁隆平：曾在南京读高中让江苏盐碱地飘出稻香  ",0,0,1,5,江苏发展大会官方微博,江苏发展大会官方微博
青春上海,05月23日13:40,来自微博国际版, 【#18岁男子侮辱袁隆平被行拘5日#：连发多条侮辱言论】日照公安5月23日在其微信公众号上通报，2021年5月22日，“杂交水稻之父”、中国工程院院士、“共和国勋章”获得者袁隆平逝世。新浪微博某博主连续发布三条涉及袁隆平院士的侮辱性言论，该言论于当日13时54分发布，14时2分被博主自行删除，引发部分网民留言跟评，造成恶劣社会影响。经调查核实，该网民系贾某，男，18岁，河南安阳人，现为日照某民办职业学校短期培训班学员。目前，该贾因违反《中华人民共和国治安管理处罚法》，被公安机关处以行政拘留五日处罚。  ,0,3,3,12,中国共产主义青年团上海市委员会官方微博,中国共产主义青年团上海市委员会官方微博。我是青春上海，我海派、时尚、睿智、温暖，充满魅力与个性；我喜欢挑战、大胆创新、热心公益、勇于担当，…
定陶检察,05月24日21:22,来自微博视频号, 【又一例！#网民泰迪朋友圈侮辱袁隆平被刑拘#】5月24日，重庆。24日上午，袁隆平遗体送别仪式在长沙明阳山殡仪馆铭德厅举行。同日重庆警方发布通报称，在全国人民深切哀悼之时，网民“泰迪”在朋友圈发表侮辱袁隆平言论。警方接报后，将38岁男子熊某查获。目前熊某已被刑拘，案件正在进一步调查中。#定小检播报#O网页链接2菏泽  ,0,0,1,0,山东省菏泽市定陶区人民检察院官方微博,
合肥房天下,05月22日22:19,来自微博weibo.com, #钟南山团队悼念袁隆平院士#【钟南山曾劝袁隆平戒烟】5月22日，钟南山院士创新研究团队发文“国士无双”悼念袁隆平院士。早在2011年，钟南山在某颁奖盛典上为袁隆平颁奖时曾劝其戒烟。,0,1,0,5,北京搜房网络技术有限公司合肥分公司 官方微博,合肥房天下买房、卖房官方平台，为您提供行业动态和优惠讯息。每日推送新鲜房产资讯、购房指南、优质房源、看房秘籍，为您开启一站式购房服务！房天下，Fang.com！
四川公安,05月22日22:32,来自iPhone客户端, “杂交水稻之父”、中国工程院院士、“共和国勋章”获得者袁隆平，5月22日13点07分在湖南长沙逝世，享年91岁。袁隆平是我国研究与发展杂交水稻的开创者，也是世界上第一个成功利用水稻杂种优势的科学家，被誉为“杂交水稻之父”。“仓廪实而知礼节，衣食足而知荣辱。”送别先生。🙏🙏​,0,13,6,33,四川省公安厅官方微博,关注政务时，官方信息很重要。众说纷纭时，事实真相很重要。释疑解惑时，真诚态度很重要。让诉求与回应完美互动，便是四川公安政务微博力求的姿态。温馨提示：危险时刻，请拨打110！
宁波教育,05月24日14:55,来自微博视频号, 造福世界的技术、攻坚克难的勇气、乐观豁达的心态、低调谦逊的美德、还有他未竟的梦想……“风吹过稻田我就想起你”“以后，我们帮您把种子撒向更远方”……#91秒追忆袁隆平#↓↓#袁隆平院士遗体送别#仪式将于今天举行。（人民日报）L人民日报的微博视频​,0,0,0,1,宁波市教育局官方微博、教育官微联盟成员,书藏古今，港通天下。我们在浙江宁波等你~
哈尔滨检察,05月24日10:49,来自微博视频号, 【南京为您而亮！#南京地标亮灯缅怀袁隆平#】5月23日晚，南京新街口、鼓楼、湖南路、夫子庙等地大屏上都播出了缅怀袁隆平院士的视频。袁隆平院士曾就读于南京师范大学附属中学，2002年，他曾回到母校参加百年校庆。袁隆平院士遗体送别仪式今天举行，#送别袁老#，一路走好！L直播南京官方版的微博视频​​​,0,0,3,0,哈尔滨市人民检察院官方微博,强化法律监督 维护公平正义
温江发布,05月24日11:57,来自小布的Android, 【送别！袁爷爷！】24日上午，#袁隆平院士遗体送别仪式#在长沙举行。一稻济世，万家粮足。今天，我们一起送别袁老，一路走好！#袁隆平遗体送别仪式#L人民网的微博视频​​​,0,1,1,3,成都市温江区互联网信息办公室官方微博,权威发布，政策解读，民生热点，区域动态。关注温江发布，关心温江大事。这里是成都市温江区互联网信息办公室官方微博，感谢您的关注！
山西法制报社,05月24日15:22,来自搜狗高速浏览器, 【天天学习丨总书记为何要求向袁隆平学习？】O天天学习丨总书记为何要求向袁隆平学习？​,0,0,0,0,山西法制报,1984年4月3日创刊，现为对开四版周五刊。 电话：03512776987 网址：http://www.sxfzb.com
创业天府,05月26日08:07,来自微博视频号, #小创关注#这是一部以袁隆平爷爷Q版形象为主角的科普动画片非常值得一看！向所有科研工作者致敬！！L当时我就震惊了的微博视频​,0,0,0,1,成都天府新区科技创新服务中心官方微博,
中宏网新闻,05月24日15:49,来自微博视频号, 【#袁隆平遗体送别仪式#动容一幕：民众悲怆跪地痛哭，袁老安详躺在花海间】5月24日，袁隆平遗体送别仪式在湖南省长沙市明阳山殡仪馆举行。袁老身上盖着鲜红的国旗，周围簇满了花朵，不少民众赶来送袁老最后一程，情绪失控跪地痛哭。袁老，一路走好。L中宏网新闻的微博视频​,0,2,1,25,中宏网官方微博,
平安织里,05月23日21:28,来自iPhone客户端, //@平安湖州:【#袁隆平曾梦见自己在稻穗下乘凉#】//@浙江公安:【#袁隆平曾梦见自己在稻穗下乘凉#】,0,0,0,0,浙江湖州吴兴区公安分局织里派出所,搭建警民连心桥，促进社会大和谐。让民意领航警务，让警务保障民生。治安防范个个参与，和谐社会人人受益。
百姓关注,05月24日10:54,来自微博视频号, 【#袁隆平遗体送别仪式#雨中送别：“袁老，今后我一定好好吃饭”】5月23日一大早，湖南长沙依旧飘着小雨，明阳山下，冒雨自发前来的上万民众手持献花，排着两三公里的长队为袁老送别。其中不少人是学生模样，也有年轻的家长带着孩子，还有腿脚不便的残疾人，身着黑衣或者白衣，手持黄花，神情肃穆。在明阳山殡仪馆门口的祭台前，前来悼念的人们自觉地在雨中排队向前挪动，只为在袁老的遗像前鞠个躬，叩个头，敬上一束鲜花。珍惜粮食，“今后我一定好好吃饭。”或许就是我们对袁老最好的祭奠。#百姓关注记者夜赴长沙送袁老#L百姓关注的微博视频  ,0,0,0,4,,
临沂临港发布,05月22日11:51,来自微博视频号, #袁隆平#【看哭了！#袁隆平宋应星跨越300多年的握手#】古有宋应星“贵五谷而贱金玉”，写就《天工开物》；今有袁隆平心怀“禾下乘凉梦”，致力杂交水稻的研究。尽管相隔300多年，他们却都透过一粒种子找到了造福人民的共同梦想。《典籍里的中国》两位科学家跨越时空的“握手”令人动容！致敬！L人民日报的微博视频  ,0,1,2,2,山东省临沂临港经济开发区宣传办公室官方微博,临沂临港经济开发区欢迎您！
